utility,date,lat,lon,year,source_file
PGE,2020-07-16,37.635924,-121.572955,2020,pge_2020.xlsx
PGE,2020-07-16,38.210155,-122.1440667,2020,pge_2020.xlsx
PGE,2020-07-17,39.7829267,-121.86967,2020,pge_2020.xlsx
PGE,2020-07-18,39.55336,-122.18504,2020,pge_2020.xlsx
PGE,2020-07-19,36.520052,-121.831799,2020,pge_2020.xlsx
PGE,2020-07-19,37.0293041029,-119.5068587169,2020,pge_2020.xlsx
PGE,2020-07-19,37.72113,-122.134123,2020,pge_2020.xlsx
PGE,2020-07-19,39.08988,-121.13632,2020,pge_2020.xlsx
PGE,2020-07-20,37.899172,-122.235906,2020,pge_2020.xlsx
PGE,2020-07-20,37.914947,-121.37623,2020,pge_2020.xlsx
PGE,2020-07-22,36.18901,-119.56336,2020,pge_2020.xlsx
PGE,2020-07-22,37.9447147033,-120.8435226049,2020,pge_2020.xlsx
PGE,2020-07-22,38.954865,-121.35792,2020,pge_2020.xlsx
PGE,2020-07-23,38.379824,-120.985995,2020,pge_2020.xlsx
PGE,2020-07-24,39.1312,-123.1662,2020,pge_2020.xlsx
PGE,2020-07-25,35.33821,-119.06125,2020,pge_2020.xlsx
PGE,2020-07-25,40.1613,-122.2975,2020,pge_2020.xlsx
PGE,2020-07-26,37.36763,-120.59023,2020,pge_2020.xlsx
PGE,2020-07-26,38.195024,-120.680578,2020,pge_2020.xlsx
PGE,2020-07-27,38.210737,-122.204349,2020,pge_2020.xlsx
PGE,2020-07-27,39.09445,-123.17856,2020,pge_2020.xlsx
PGE,2020-07-27,39.185929,-122.9776489,2020,pge_2020.xlsx
PGE,2020-07-28,35.53166,-120.7292,2020,pge_2020.xlsx
PGE,2020-07-28,39.393716,-121.260107,2020,pge_2020.xlsx
PGE,2020-07-28,40.46336,-124.246487,2020,pge_2020.xlsx
PGE,2020-07-28,40.687486,-122.282606,2020,pge_2020.xlsx
PGE,2020-07-29,37.318306,-120.440104,2020,pge_2020.xlsx
PGE,2020-07-29,38.2445317,-121.4556867,2020,pge_2020.xlsx
PGE,2020-07-29,39.217871,-121.239569,2020,pge_2020.xlsx
PGE,2020-07-30,36.01905,-120.87667,2020,pge_2020.xlsx
PGE,2020-07-31,38.1258686265,-122.2413741744,2020,pge_2020.xlsx
PGE,2020-07-31,39.206478,-120.941562,2020,pge_2020.xlsx
PGE,2020-08-01,37.698554,-122.193529,2020,pge_2020.xlsx
PGE,2020-08-01,38.867864,-121.355888,2020,pge_2020.xlsx
PGE,2020-08-02,34.6219,-120.2369,2020,pge_2020.xlsx
PGE,2020-08-02,34.838068,-120.221247,2020,pge_2020.xlsx
PGE,2020-08-02,35.3942867,-119.0456083,2020,pge_2020.xlsx
PGE,2020-08-02,35.824904,-120.545199,2020,pge_2020.xlsx
PGE,2020-08-02,36.85933,-120.34139,2020,pge_2020.xlsx
PGE,2020-08-02,37.414152,-122.173711,2020,pge_2020.xlsx
PGE,2020-08-03,37.3945036184,-122.0064957078,2020,pge_2020.xlsx
PGE,2020-08-03,38.676826,-121.652299,2020,pge_2020.xlsx
PGE,2020-08-03,38.8972967,-121.361055,2020,pge_2020.xlsx
PGE,2020-08-04,39.92083,-122.4535,2020,pge_2020.xlsx
PGE,2020-08-05,38.265415,-122.79165,2020,pge_2020.xlsx
PGE,2020-08-05,38.3323210808,-120.6712191029,2020,pge_2020.xlsx
PGE,2020-08-05,39.44983,-121.19761,2020,pge_2020.xlsx
PGE,2020-08-05,39.825775,-122.0618183,2020,pge_2020.xlsx
PGE,2020-08-05,40.563185,-122.3687417,2020,pge_2020.xlsx
PGE,2020-08-05,40.893937,-123.571581,2020,pge_2020.xlsx
PGE,2020-08-06,36.663563,-119.761515,2020,pge_2020.xlsx
PGE,2020-08-07,34.7496407658,-120.274640981,2020,pge_2020.xlsx
PGE,2020-08-07,36.706717,-120.440847,2020,pge_2020.xlsx
PGE,2020-08-07,36.838545,-121.371861,2020,pge_2020.xlsx
PGE,2020-08-08,39.1082133,-121.6222817,2020,pge_2020.xlsx
PGE,2020-08-09,37.723351,-122.037068,2020,pge_2020.xlsx
PGE,2020-08-09,39.119088,-121.062784,2020,pge_2020.xlsx
PGE,2020-08-09,40.79832,-124.177676,2020,pge_2020.xlsx
PGE,2020-08-10,40.399981,-121.939049,2020,pge_2020.xlsx
PGE,2020-08-11,36.72556,-121.26768,2020,pge_2020.xlsx
PGE,2020-08-11,39.510425,-121.219978,2020,pge_2020.xlsx
PGE,2020-08-12,34.9686978577,-119.472326322,2020,pge_2020.xlsx
PGE,2020-08-12,36.183569,-119.717277,2020,pge_2020.xlsx
PGE,2020-08-12,38.85131,-121.37713,2020,pge_2020.xlsx
PGE,2020-08-13,38.1648367,-121.6139667,2020,pge_2020.xlsx
PGE,2020-08-13,38.8157883,-122.0431383,2020,pge_2020.xlsx
PGE,2020-08-14,36.966705,-121.5387533,2020,pge_2020.xlsx
PGE,2020-08-14,37.117485,-121.603815,2020,pge_2020.xlsx
PGE,2020-08-14,37.984209,-122.07614,2020,pge_2020.xlsx
PGE,2020-08-14,38.3360133,-122.7292533,2020,pge_2020.xlsx
PGE,2020-08-15,37.322001,-121.995959,2020,pge_2020.xlsx
PGE,2020-08-15,37.41892,-121.911285,2020,pge_2020.xlsx
PGE,2020-08-15,37.6959386923,-121.4326567368,2020,pge_2020.xlsx
PGE,2020-08-15,38.259581,-122.075286,2020,pge_2020.xlsx
PGE,2020-08-15,39.121084,-122.8611994,2020,pge_2020.xlsx
PGE,2020-08-15,39.3720967,-121.7114367,2020,pge_2020.xlsx
PGE,2020-08-15,40.1121,-122.1602,2020,pge_2020.xlsx
PGE,2020-08-16,37.166344,-121.991756,2020,pge_2020.xlsx
PGE,2020-08-16,37.173375,-122.06282,2020,pge_2020.xlsx
PGE,2020-08-16,37.249291,-122.031624,2020,pge_2020.xlsx
PGE,2020-08-16,37.254204,-121.914403,2020,pge_2020.xlsx
PGE,2020-08-16,37.523893,-122.353384,2020,pge_2020.xlsx
PGE,2020-08-16,38.423337,-121.953252,2020,pge_2020.xlsx
PGE,2020-08-17,37.856589,-122.072928,2020,pge_2020.xlsx
PGE,2020-08-17,38.81507,-120.873448,2020,pge_2020.xlsx
PGE,2020-08-17,38.887734,-122.5851877,2020,pge_2020.xlsx
PGE,2020-08-17,38.927765,-121.357837,2020,pge_2020.xlsx
PGE,2020-08-17,39.33048,-121.19592,2020,pge_2020.xlsx
PGE,2020-08-18,37.596295,-121.636355,2020,pge_2020.xlsx
PGE,2020-08-18,37.9752138,-121.3247664,2020,pge_2020.xlsx
PGE,2020-08-18,39.2125,-121.47876,2020,pge_2020.xlsx
PGE,2020-08-19,38.795,-121.2336383,2020,pge_2020.xlsx
PGE,2020-08-19,38.836172,-120.951452,2020,pge_2020.xlsx
PGE,2020-08-19,39.0892,-121.1163,2020,pge_2020.xlsx
PGE,2020-08-19,39.136956,-121.01754,2020,pge_2020.xlsx
PGE,2020-08-19,39.4145,-123.781508,2020,pge_2020.xlsx
PGE,2020-08-20,36.2388383,-120.30149,2020,pge_2020.xlsx
PGE,2020-08-20,38.932369,-122.751456,2020,pge_2020.xlsx
PGE,2020-08-20,39.00463,-122.89411,2020,pge_2020.xlsx
PGE,2020-08-20,40.153578,-122.238021,2020,pge_2020.xlsx
PGE,2020-08-21,37.707014,-121.644004,2020,pge_2020.xlsx
PGE,2020-08-21,38.72218,-120.8100567,2020,pge_2020.xlsx
PGE,2020-08-21,40.60203,-122.24938,2020,pge_2020.xlsx
PGE,2020-08-23,36.684414,-120.260325,2020,pge_2020.xlsx
PGE,2020-08-23,36.894553,-121.815206,2020,pge_2020.xlsx
PGE,2020-08-24,38.565739,-122.57517,2020,pge_2020.xlsx
PGE,2020-08-25,37.91855,-122.55477,2020,pge_2020.xlsx
PGE,2020-08-25,38.7389383,-121.1935583,2020,pge_2020.xlsx
PGE,2020-08-25,38.8374883,-121.3957267,2020,pge_2020.xlsx
PGE,2020-08-25,38.8460667,-121.3958167,2020,pge_2020.xlsx
PGE,2020-08-25,38.846093,-121.37759,2020,pge_2020.xlsx
PGE,2020-08-25,40.2776157323,-122.3077983818,2020,pge_2020.xlsx
PGE,2020-08-26,38.113086,-121.402998,2020,pge_2020.xlsx
PGE,2020-08-26,39.563799,-123.402385,2020,pge_2020.xlsx
PGE,2020-08-30,36.78185,-119.81126,2020,pge_2020.xlsx
PGE,2020-08-30,37.6877867,-121.4161867,2020,pge_2020.xlsx
PGE,2020-08-30,39.486,-121.5062,2020,pge_2020.xlsx
PGE,2020-08-31,38.641423,-121.589527,2020,pge_2020.xlsx
PGE,2020-09-01,34.8975917,-120.2976117,2020,pge_2020.xlsx
PGE,2020-09-01,39.40851031,-121.289976286,2020,pge_2020.xlsx
PGE,2020-09-03,34.666474,-120.132763,2020,pge_2020.xlsx
PGE,2020-09-04,37.487902,-122.211859,2020,pge_2020.xlsx
PGE,2020-09-05,36.5865717,-121.6016483,2020,pge_2020.xlsx
PGE,2020-09-05,37.23621,-121.93641,2020,pge_2020.xlsx
PGE,2020-09-05,39.2002717,-120.8382733,2020,pge_2020.xlsx
PGE,2020-09-05,40.112855,-123.749815,2020,pge_2020.xlsx
PGE,2020-09-06,34.602574,-120.146235,2020,pge_2020.xlsx
PGE,2020-09-06,35.5055033,-119.6895333,2020,pge_2020.xlsx
