lat,lon,year,date,end_date,name,county,circuit,cause,outage_type,division,customer_minutes,restoration_min,medical_baseline,life_support,schools,hospitals
36.72073,-121.5907,2023,2023-09-30,2023-09-30,GABILAN 1101,Monterey,GABILAN 1101,3rd Party,FTS,Central Coast,35904,66,33,23,0,0
40.32547,-122.32723,2023,2023-09-30,2023-10-01,COTTONWOOD 1103,Tehama,COTTONWOOD 1103,Environmental/External,FTS,North Valley,9125,487,8,6,0,0
35.45977,-120.52856,2023,2023-10-01,2023-10-01,TEMPLETON 2113,San Luis Obispo,TEMPLETON 2113,Animal,FTS,Los Padres,264549,177,96,76,2,0
40.39569,-122.39006,2023,2023-09-30,2023-10-01,COTTONWOOD 1102,Shasta,COTTONWOOD 1102,Environmental/External,FTS,North Valley,382823,925,86,62,2,0
40.43431,-122.21642,2023,2023-09-30,2023-10-01,PANORAMA 1102,Shasta,PANORAMA 1102,Environmental/External,FTS,North Valley,9460,946,0,0,0,0
39.66145,-121.57291,2023,2023-09-30,2023-10-01,CLARK ROAD 1102,Butte,CLARK ROAD 1102,Environmental/External,FTS,North Valley,1276527,1895,105,76,3,0
35.60818,-118.93159,2023,2023-10-01,2023-10-01,POSO MOUNTAIN 2101,Kern,POSO MOUNTAIN 2101,Equipment Failure/Involved,FTS,Kern,52070,356,5,5,0,0
37.84761,-122.10204,2023,2023-10-01,2023-10-01,ROSSMOOR 1109,Contra Costa,ROSSMOOR 1109,Unknown Cause,FTS,Diablo,15030,45,21,14,0,0
36.35275,-121.09192,2023,2023-10-01,2023-10-01,LOS OSITOS 2101,Monterey,LOS OSITOS 2101,Unknown Cause,FTS,Central Coast,32679,297,6,6,1,0
39.63829,-123.47791,2023,2023-09-30,2023-10-01,LAYTONVILLE 1102,Mendocino,LAYTONVILLE 1102,3rd Party,FTS,Humboldt,110592,864,6,1,1,0
38.97985,-121.10605,2023,2023-10-01,2023-10-01,BELL 1108,Placer,BELL 1108,Unknown Cause,FTS,Sierra,110250,225,32,29,0,0
37.95216,-120.42778,2023,2023-09-30,2023-10-01,PEORIA 1705,Tuolumne,PEORIA 1705,Equipment Failure/Involved,FTS,Yosemite,351607,1780,106,79,0,0
41.07328,-121.33429,2023,2023-10-01,2023-10-01,MC ARTHUR 1101,Lassen,MC ARTHUR 1101,Unknown Cause,FTS,North Valley,17820,165,7,5,0,0
39.26441,-120.72555,2023,2023-10-01,2023-10-01,DRUM 1101,Placer,DRUM 1101,Equipment Failure/Involved,FTS,Sierra,12992,64,8,4,1,0
36.71051,-118.93965,2023,2023-10-01,2023-10-01,DUNLAP 1102,Tulare,DUNLAP 1102,Unknown Cause,FTS,Fresno,11735,323,0,0,0,0
36.28541,-121.30705,2023,2023-10-02,2023-10-02,LOS OSITOS 2103,Monterey,LOS OSITOS 2103,Unknown Cause,FTS,Central Coast,5200,104,1,1,0,0
34.67252,-120.07695,2023,2023-10-02,2023-10-02,ZACA 1102,Santa Barbara,ZACA 1102,Company Initiated,FTS,Los Padres,6616,8,27,13,15,0
41.07328,-121.33429,2023,2023-10-01,2023-10-02,MC ARTHUR 1101,Lassen,MC ARTHUR 1101,Unknown Cause,FTS,North Valley,61236,596,7,5,0,0
40.42871,-122.29068,2023,2023-10-02,2023-10-02,ANDERSON 1101,Shasta,ANDERSON 1101,Animal,FTS,North Valley,12631,65,33,24,1,0
39.25664,-121.33375,2023,2023-10-02,2023-10-02,NARROWS 2101,Yuba,NARROWS 2101,Unknown Cause,FTS,Sierra,127755,255,41,26,0,0
35.19478,-120.55035,2023,2023-10-01,2023-10-02,SAN LUIS OBISPO 1104,San Luis Obispo,SAN LUIS OBISPO 1104,Unknown Cause,FTS,Los Padres,60981,1133,3,3,0,0
37.13756,-121.72382,2023,2023-10-02,2023-10-02,MORGAN HILL 2111,Santa Clara,MORGAN HILL 2111,Animal,FTS,San Jose,65570,280,26,23,0,0
38.75514,-120.938,2023,2023-10-02,2023-10-02,SHINGLE SPRINGS 2109,El Dorado,SHINGLE SPRINGS 2109,Unknown Cause,FTS,Sierra,210018,167,206,145,4,0
38.41858,-120.75701,2023,2023-10-02,2023-10-02,MARTELL 1101,Amador,MARTELL 1101,Vegetation,FTS,Stockton,19170,45,49,35,0,0
40.55829,-122.23532,2023,2023-10-02,2023-10-02,DESCHUTES 1104,Shasta,DESCHUTES 1104,Company Initiated,FTS,North Valley,744,6,8,5,0,0
40.55829,-122.23532,2023,2023-10-02,2023-10-02,DESCHUTES 1104,Shasta,DESCHUTES 1104,Company Initiated,FTS,North Valley,2520,20,8,5,0,0
40.38681,-124.10086,2023,2023-10-02,2023-10-02,RIO DELL 1102,Humboldt,RIO DELL 1102,Unknown Cause,FTS,Humboldt,6148,129,0,0,0,0
41.07328,-121.33429,2023,2023-10-02,2023-10-02,MC ARTHUR 1101,Shasta,MC ARTHUR 1101,Unknown Cause,FTS,North Valley,14606,109,7,4,0,0
38.7382,-120.52569,2023,2023-10-02,2023-10-03,EL DORADO PH 2101,El Dorado,EL DORADO PH 2101,3rd Party,FTS,Sierra,507455,611,176,137,3,0
37.19939,-119.56638,2023,2023-10-03,2023-10-03,SAN JOAQUIN #2 1103,Madera,SAN JOAQUIN #2 1103,Company Initiated,FTS,Yosemite,1311,19,5,3,0,0
39.26903,-120.9611,2023,2023-10-03,2023-10-03,BRUNSWICK 1105,Nevada,BRUNSWICK 1105,Unknown Cause,FTS,Sacramento,32499,157,13,9,0,0
35.81584,-120.95504,2023,2023-10-03,2023-10-03,OILFIELDS 1103,San Luis Obispo,OILFIELDS 1103,Unknown Cause,FTS,Central Coast,92820,102,38,22,1,0
35.19478,-120.55035,2023,2023-10-03,2023-10-03,SAN LUIS OBISPO 1104,San Luis Obispo,SAN LUIS OBISPO 1104,Unknown Cause,FTS,Los Padres,30956,142,3,3,0,0
40.64915,-121.92832,2023,2023-10-03,2023-10-03,WHITMORE 1101,Shasta,WHITMORE 1101,Unknown Cause,FTS,North Valley,29406,174,13,6,0,0
37.01781,-119.40926,2023,2023-10-03,2023-10-03,AUBERRY 1101,Fresno,AUBERRY 1101,3rd Party,FTS,Fresno,180780,620,46,36,3,0
35.21197,-120.70549,2023,2023-10-03,2023-10-03,SAN LUIS OBISPO 1107,San Luis Obispo,SAN LUIS OBISPO 1107,Unknown Cause,FTS,Los Padres,215396,112,66,53,2,0
38.48806,-122.38568,2023,2023-10-03,2023-10-03,SILVERADO 2102,Napa,SILVERADO 2102,Animal,FTS,North Bay,10815,103,1,1,0,0
37.29779,-119.60724,2023,2023-10-03,2023-10-04,COARSEGOLD 2102,Madera,COARSEGOLD 2102,3rd Party,FTS,Yosemite,191566,549,118,88,5,0
38.91473,-123.65487,2023,2023-10-04,2023-10-04,POINT ARENA 1101,Mendocino,POINT ARENA 1101,Animal,FTS,Humboldt,10816,92,12,8,1,0
37.01531,-121.94795,2023,2023-10-04,2023-10-04,PAUL SWEET 2106,Santa Cruz,PAUL SWEET 2106,Unknown Cause,FTS,Central Coast,8190,90,11,11,0,0
38.82121,-123.04336,2023,2023-10-04,2023-10-04,CLOVERDALE 1101,Sonoma,CLOVERDALE 1101,Unknown Cause,FTS,Sonoma,6430,195,3,3,0,0
35.21197,-120.70549,2023,2023-10-04,2023-10-04,SAN LUIS OBISPO 1107,San Luis Obispo,SAN LUIS OBISPO 1107,Company Initiated,FTS,Los Padres,55804,28,64,51,2,0
38.87762,-120.95859,2023,2023-10-04,2023-10-04,MOUNTAIN QUARRIES 2101,El Dorado,MOUNTAIN QUARRIES 2101,Vegetation,FTS,Sierra,11610,129,5,5,1,0
38.61385,-122.90611,2023,2023-10-04,2023-10-04,FITCH MOUNTAIN 1113,Sonoma,FITCH MOUNTAIN 1113,Vegetation,FTS,Sonoma,56557,131,43,29,0,0
39.22599,-122.20895,2023,2023-10-04,2023-10-04,MAXWELL 1102,Colusa,MAXWELL 1102,Unknown Cause,FTS,Sacramento,30560,191,4,2,0,0
39.91039,-121.62436,2023,2023-10-04,2023-10-04,ORO FINO 1102,Butte,ORO FINO 1102,Vegetation,FTS,North Valley,44090,420,21,14,2,0
38.76454,-122.11113,2023,2023-10-04,2023-10-04,MADISON 2101,Yolo,MADISON 2101,Unknown Cause,FTS,Sacramento,206662,224,29,17,14,0
34.60609,-120.15949,2023,2023-10-04,2023-10-04,BUELLTON 1102,Santa Barbara,BUELLTON 1102,Unknown Cause,FTS,Los Padres,319181,157,40,35,7,0
37.07722,-121.65846,2023,2023-10-04,2023-10-04,MORGAN HILL 2105,Santa Clara,MORGAN HILL 2105,Equipment Failure/Involved,FTS,San Jose,11286,171,4,3,0,0
37.7114,-121.95827,2023,2023-10-04,2023-10-04,SAN RAMON 2107,Alameda,SAN RAMON 2107,Company Initiated,FTS,Mission,92019,111,44,28,3,0
38.4716,-122.91094,2023,2023-10-04,2023-10-04,MIRABEL 1101,Sonoma,MIRABEL 1101,Equipment Failure/Involved,FTS,Sonoma,16872,74,11,10,0,0
38.34045,-122.3711,2023,2023-10-04,2023-10-04,PUEBLO 2103,Napa,PUEBLO 2103,Unknown Cause,FTS,North Bay,19468,252,11,7,0,0
39.25432,-121.17462,2023,2023-10-04,2023-10-04,NARROWS 2102,Nevada,NARROWS 2102,Unknown Cause,FTS,Sierra,139258,157,56,35,6,0
38.05266,-120.60104,2023,2023-10-04,2023-10-04,FROGTOWN 1702,Calaveras,FROGTOWN 1702,3rd Party,FTS,Stockton,153817,631,45,28,2,0
37.89144,-122.55864,2023,2023-10-05,2023-10-05,ALTO 1125,Marin,ALTO 1125,Unknown Cause,FTS,North Bay,6664,56,10,10,0,0
38.23537,-122.71235,2023,2023-10-05,2023-10-05,PETALUMA C 1108,Sonoma,PETALUMA C 1108,Unknown Cause,FTS,Sonoma,21060,78,8,8,0,0
35.19478,-120.55035,2023,2023-10-05,2023-10-05,SAN LUIS OBISPO 1104,San Luis Obispo,SAN LUIS OBISPO 1104,Company Initiated,FTS,Los Padres,3488,16,3,3,0,0
38.76454,-122.11113,2023,2023-10-05,2023-10-05,MADISON 2101,Yolo,MADISON 2101,Unknown Cause,FTS,Sacramento,84352,497,29,17,14,0
38.24819,-122.85435,2023,2023-10-05,2023-10-05,COTATI 1103,Marin,COTATI 1103,Unknown Cause,FTS,Sonoma,102720,216,30,22,7,0
38.34045,-122.3711,2023,2023-10-05,2023-10-05,PUEBLO 2103,Napa,PUEBLO 2103,Unknown Cause,FTS,North Bay,65829,539,11,7,0,0
35.45977,-120.52856,2023,2023-10-05,2023-10-05,TEMPLETON 2113,San Luis Obispo,TEMPLETON 2113,Unknown Cause,FTS,Los Padres,1764,84,0,0,0,0
36.95277,-121.72408,2023,2023-10-05,2023-10-05,GREEN VALLEY 2101,Santa Cruz,GREEN VALLEY 2101,Animal,FTS,Central Coast,1332,36,1,1,0,0
37.92846,-122.67913,2023,2023-10-05,2023-10-05,BOLINAS 1101,Marin,BOLINAS 1101,Unknown Cause,FTS,North Bay,41916,154,3,2,2,0
39.44941,-123.32689,2023,2023-10-05,2023-10-05,WILLITS 1103,Mendocino,WILLITS 1103,3rd Party,FTS,Humboldt,22970,662,7,6,0,0
35.59842,-120.82783,2023,2023-10-05,2023-10-05,TEMPLETON 2110,San Luis Obispo,TEMPLETON 2110,Company Initiated,FTS,Los Padres,8118,18,25,16,0,0
38.02892,-122.15653,2023,2023-10-05,2023-10-05,FAIRVIEW 2207,Contra Costa,FAIRVIEW 2207,Equipment Failure/Involved,FTS,Diablo,98939,259,40,28,2,0
39.11073,-121.0478,2023,2023-10-05,2023-10-05,HIGGINS 1104,Nevada,HIGGINS 1104,3rd Party,FTS,Sierra,79094,125,146,105,1,0
39.35331,-121.08345,2023,2023-10-05,2023-10-05,COLUMBIA HILL 1101,Nevada,COLUMBIA HILL 1101,3rd Party,FTS,Sierra,7584,537,1,1,1,0
40.60953,-122.49202,2023,2023-10-05,2023-10-05,KESWICK 1101,Shasta,KESWICK 1101,Unknown Cause,FTS,North Valley,324,18,0,0,0,0
37.13756,-121.72382,2023,2023-10-05,2023-10-05,MORGAN HILL 2111,Santa Clara,MORGAN HILL 2111,3rd Party,FTS,San Jose,24000,60,19,8,0,0
40.47673,-122.43361,2023,2023-10-05,2023-10-06,JESSUP 1101,Shasta,JESSUP 1101,Unknown Cause,FTS,North Valley,479447,359,182,140,4,0
38.28007,-122.60077,2023,2023-10-06,2023-10-06,LAKEVILLE 1102,Sonoma,LAKEVILLE 1102,3rd Party,FTS,Sonoma,5200,52,4,3,0,0
38.2393,-120.34977,2023,2023-10-06,2023-10-06,STANISLAUS 1702,Calaveras,STANISLAUS 1702,3rd Party,FTS,Yosemite,710517,375,286,226,5,2
36.84309,-121.53782,2023,2023-10-06,2023-10-06,SAN JUSTO 1101,San Benito,SAN JUSTO 1101,Unknown Cause,FTS,Central Coast,12070,71,12,7,0,0
35.75535,-120.70692,2023,2023-10-06,2023-10-06,SAN MIGUEL 1105,San Luis Obispo,SAN MIGUEL 1105,Unknown Cause,FTS,Los Padres,884,52,0,0,0,0
37.01818,-122.01567,2023,2023-10-06,2023-10-06,CAMP EVERS 2103,Santa Cruz,CAMP EVERS 2103,Vegetation,FTS,Central Coast,63435,101,47,41,0,0
38.14103,-120.93242,2023,2023-10-06,2023-10-06,CORRAL 1101,Calaveras,CORRAL 1101,Animal,FTS,Stockton,44088,132,26,17,0,0
37.04218,-121.53599,2023,2023-10-06,2023-10-06,LLAGAS 2101,Santa Clara,LLAGAS 2101,Unknown Cause,FTS,San Jose,170518,277,55,36,2,0
38.23537,-122.71235,2023,2023-10-06,2023-10-06,PETALUMA C 1108,Sonoma,PETALUMA C 1108,Unknown Cause,FTS,Sonoma,26448,72,33,25,3,0
38.8771,-121.18423,2023,2023-10-06,2023-10-06,PENRYN 1105,Placer,PENRYN 1105,Animal,FTS,Sierra,97968,198,67,47,1,0
35.98742,-121.10932,2023,2023-10-07,2023-10-07,JOLON 1102,Monterey,JOLON 1102,Animal,FTS,Central Coast,51510,85,22,16,2,0
39.1719,-120.9956,2023,2023-10-07,2023-10-07,BRUNSWICK 1106,Nevada,BRUNSWICK 1106,Unknown Cause,FTS,Sacramento,50374,200,37,28,2,0
39.1719,-120.9956,2023,2023-10-07,2023-10-07,BRUNSWICK 1106,Nevada,BRUNSWICK 1106,Company Initiated,FTS,Sacramento,3570,170,1,1,0,0
39.25327,-121.39347,2023,2023-10-06,2023-10-07,BROWNS VALLEY 1101,Yuba,BROWNS VALLEY 1101,Animal,FTS,Sacramento,311452,752,46,29,1,0
37.20067,-121.83798,2023,2023-10-07,2023-10-07,HICKS 2101,Santa Clara,HICKS 2101,Animal,FTS,San Jose,309582,98,199,139,9,0
35.50909,-120.71204,2023,2023-10-07,2023-10-07,TEMPLETON 2111,San Luis Obispo,TEMPLETON 2111,Animal,FTS,Los Padres,33056,30,128,80,7,0
38.36189,-120.68598,2023,2023-10-07,2023-10-07,ELECTRA 1101,Amador,ELECTRA 1101,Equipment Failure/Involved,FTS,Stockton,133499,273,73,53,0,0
36.55095,-119.21145,2023,2023-10-07,2023-10-07,OROSI 1102,Tulare,OROSI 1102,Unknown Cause,FTS,Fresno,34524,136,6,5,0,0
39.18282,-122.92877,2023,2023-10-07,2023-10-07,UPPER LAKE 1101,Lake,UPPER LAKE 1101,Unknown Cause,FTS,Humboldt,62091,264,42,29,5,0
38.37534,-120.91677,2023,2023-10-07,2023-10-07,CLAY 1101,Amador,CLAY 1101,Unknown Cause,FTS,Stockton,222970,566,65,44,0,0
40.86255,-122.35891,2023,2023-10-07,2023-10-07,ANTLER 1101,Shasta,ANTLER 1101,Company Initiated,FTS,North Valley,80,8,1,0,0,0
37.30926,-122.05238,2023,2023-10-07,2023-10-07,STELLING 1109,Santa Clara,STELLING 1109,Vegetation,FTS,De Anza,184870,204,51,31,3,0
38.51908,-122.50554,2023,2023-10-07,2023-10-07,SILVERADO 2105,Napa,SILVERADO 2105,Unknown Cause,FTS,North Bay,9263,269,2,1,0,0
40.25402,-123.81824,2023,2023-10-07,2023-10-07,FRUITLAND 1142,Humboldt,FRUITLAND 1142,Vegetation,FTS,Humboldt,4977,415,0,0,0,0
36.84309,-121.53782,2023,2023-10-08,2023-10-08,SAN JUSTO 1101,San Benito,SAN JUSTO 1101,Unknown Cause,FTS,Central Coast,13430,79,12,7,0,0
40.32547,-122.32723,2023,2023-10-08,2023-10-08,COTTONWOOD 1103,Tehama,COTTONWOOD 1103,Unknown Cause,FTS,North Valley,7560,70,7,4,0,0
38.46282,-122.19143,2023,2023-10-08,2023-10-08,MONTICELLO 1101,Napa,MONTICELLO 1101,Unknown Cause,FTS,North Bay,30723,231,8,5,0,0
38.95332,-121.26022,2023,2023-10-08,2023-10-08,LINCOLN 1104,Placer,LINCOLN 1104,Animal,FTS,Sierra,7770,167,4,3,0,0
38.92714,-121.16296,2023,2023-10-08,2023-10-08,WISE 1102,Placer,WISE 1102,Unknown Cause,FTS,Sierra,88959,464,75,58,0,0
38.37534,-120.91677,2023,2023-10-08,2023-10-08,CLAY 1101,Amador,CLAY 1101,Unknown Cause,FTS,Stockton,91628,179,65,44,0,0
40.58443,-122.10513,2023,2023-10-08,2023-10-08,DESCHUTES 1101,Shasta,DESCHUTES 1101,Equipment Failure/Involved,FTS,North Valley,359846,931,198,154,1,0
37.99499,-121.98065,2023,2023-10-08,2023-10-09,TIDEWATER 2106,Contra Costa,TIDEWATER 2106,Animal,FTS,Diablo,154942,274,31,21,1,0
39.18282,-122.92877,2023,2023-10-09,2023-10-09,UPPER LAKE 1101,Lake,UPPER LAKE 1101,Animal,FTS,Humboldt,50940,106,42,29,5,0
37.75088,-121.7515,2023,2023-10-09,2023-10-09,CAYETANO 2109,Alameda,CAYETANO 2109,Unknown Cause,FTS,Mission,1512,126,0,0,0,0
38.23537,-122.71235,2023,2023-10-09,2023-10-09,PETALUMA C 1108,Sonoma,PETALUMA C 1108,Unknown Cause,FTS,Sonoma,31320,116,8,8,0,0
37.08268,-122.0578,2023,2023-10-09,2023-10-09,CAMP EVERS 2105,Santa Cruz,CAMP EVERS 2105,Vegetation,FTS,Central Coast,60436,176,42,30,0,0
36.97833,-121.83326,2023,2023-10-09,2023-10-09,ROB ROY 2104,Santa Cruz,ROB ROY 2104,Unknown Cause,FTS,Central Coast,366129,153,184,153,6,0
38.00832,-120.40698,2023,2023-10-09,2023-10-09,RACETRACK 1703,Tuolumne,RACETRACK 1703,Unknown Cause,FTS,Yosemite,72384,162,43,30,0,0
38.34045,-122.3711,2023,2023-10-08,2023-10-09,PUEBLO 2103,Napa,PUEBLO 2103,Equipment Failure/Involved,FTS,North Bay,246028,1638,113,86,1,0
35.48686,-120.96796,2023,2023-10-08,2023-10-09,CAYUCOS 1101,San Luis Obispo,CAYUCOS 1101,Unknown Cause,FTS,Los Padres,76368,1038,5,5,0,0
39.51323,-121.54072,2023,2023-10-09,2023-10-09,OROVILLE 1104,Butte,OROVILLE 1104,Unknown Cause,FTS,North Valley,268140,240,179,126,5,1
36.71051,-118.93965,2023,2023-10-08,2023-10-09,DUNLAP 1102,Tulare,DUNLAP 1102,Unknown Cause,FTS,Fresno,55782,1079,0,0,0,0
38.1477,-120.45705,2023,2023-10-08,2023-10-09,FROGTOWN 1701,Calaveras,FROGTOWN 1701,Company Initiated,FTS,Stockton,2210712,1269,43,23,9,0
34.64167,-120.38389,2023,2023-10-09,2023-10-09,CABRILLO 1103,Santa Barbara,CABRILLO 1103,Unknown Cause,FTS,Los Padres,174319,174,56,46,1,0
34.7412,-120.41556,2023,2023-10-09,2023-10-09,PURISIMA 1101,Santa Barbara,PURISIMA 1101,Animal,FTS,Los Padres,22189,160,1,1,0,0
40.81702,-124.05634,2023,2023-10-09,2023-10-09,ARCATA 1122,Humboldt,ARCATA 1122,Vegetation,FTS,Humboldt,25489,254,21,18,1,0
38.87762,-120.95859,2023,2023-10-09,2023-10-09,MOUNTAIN QUARRIES 2101,El Dorado,MOUNTAIN QUARRIES 2101,Unknown Cause,FTS,Sierra,140152,126,141,92,0,0
40.82353,-121.51246,2023,2023-10-09,2023-10-09,RISING RIVER 1101,Shasta,RISING RIVER 1101,Vegetation,FTS,North Valley,59330,166,28,25,0,0
38.1477,-120.45705,2023,2023-10-09,2023-10-09,FROGTOWN 1701,Calaveras,FROGTOWN 1701,Unknown Cause,FTS,Stockton,74342,74,132,99,5,0
37.01781,-119.40926,2023,2023-10-09,2023-10-09,AUBERRY 1101,Fresno,AUBERRY 1101,Unknown Cause,FTS,Fresno,104400,261,43,30,0,0
34.90275,-120.25879,2023,2023-10-09,2023-10-09,SISQUOC 1103,Santa Barbara,SISQUOC 1103,Equipment Failure/Involved,FTS,Los Padres,18900,540,0,0,0,0
40.1635,-124.0209,2023,2023-10-09,2023-10-09,GARBERVILLE 1102,Humboldt,GARBERVILLE 1102,Unknown Cause,FTS,Humboldt,176185,211,18,14,6,0
41.19334,-123.66592,2023,2023-10-09,2023-10-10,HOOPA 1101,Humboldt,HOOPA 1101,Vegetation,FTS,Humboldt,150368,505,101,73,17,1
37.06172,-122.01683,2023,2023-10-09,2023-10-10,CAMP EVERS 2104,Contra Costa,CAMP EVERS 2104,Vegetation,FTS,Central Coast,140409,827,40,37,0,0
34.7412,-120.41556,2023,2023-10-10,2023-10-10,PURISIMA 1101,Santa Barbara,PURISIMA 1101,Unknown Cause,FTS,Los Padres,43660,236,1,1,0,0
34.7412,-120.41556,2023,2023-10-09,2023-10-10,PURISIMA 1101,Santa Barbara,PURISIMA 1101,Equipment Failure/Involved,FTS,Los Padres,23164,781,1,1,0,0
39.39679,-123.76046,2023,2023-10-09,2023-10-10,FORT BRAGG A 1102,Mendocino,FORT BRAGG A 1102,Unknown Cause,FTS,Humboldt,25680,899,7,6,0,0
39.12192,-123.21032,2023,2023-10-10,2023-10-10,UKIAH 1113,Mendocino,UKIAH 1113,Unknown Cause,FTS,Humboldt,50778,42,62,36,3,0
39.09817,-123.19547,2023,2023-10-10,2023-10-10,UKIAH 1114,Mendocino,UKIAH 1114,Unknown Cause,FTS,Humboldt,60830,79,47,28,1,0
35.6679,-120.76067,2023,2023-10-10,2023-10-10,PASO ROBLES 1103,San Luis Obispo,PASO ROBLES 1103,Animal,FTS,Los Padres,20419,65,16,12,0,0
39.39679,-123.76046,2023,2023-10-10,2023-10-10,FORT BRAGG A 1102,Mendocino,FORT BRAGG A 1102,Unknown Cause,FTS,Humboldt,200,40,0,0,0,0
39.18065,-123.22421,2023,2023-10-10,2023-10-10,UKIAH 1115,Mendocino,UKIAH 1115,Unknown Cause,FTS,Humboldt,279072,216,72,50,1,2
35.50909,-120.71204,2023,2023-10-10,2023-10-10,TEMPLETON 2111,San Luis Obispo,TEMPLETON 2111,Company Initiated,FTS,Los Padres,10591,7,123,77,7,0
36.71051,-118.93965,2023,2023-10-10,2023-10-10,DUNLAP 1102,Tulare,DUNLAP 1102,Equipment Failure/Involved,FTS,Fresno,30679,674,0,0,0,0
38.27278,-122.42314,2023,2023-10-10,2023-10-10,SONOMA 1105,Sonoma,SONOMA 1105,Company Initiated,FTS,Sonoma,15943,25,32,22,0,0
38.99009,-122.84408,2023,2023-10-10,2023-10-10,CLEAR LAKE 1101,Lake,CLEAR LAKE 1101,Animal,FTS,Humboldt,13950,75,21,12,0,0
38.10669,-122.61283,2023,2023-10-10,2023-10-10,STAFFORD 1102,Marin,STAFFORD 1102,Equipment Failure/Involved,FTS,North Bay,454066,290,100,60,1,0
38.58834,-122.43888,2023,2023-10-10,2023-10-10,SILVERADO 2104,Napa,SILVERADO 2104,Unknown Cause,FTS,North Bay,66421,127,37,28,2,2
36.76993,-119.30893,2023,2023-10-10,2023-10-10,TIVY VALLEY 1107,Fresno,TIVY VALLEY 1107,3rd Party,FTS,Fresno,25867,481,37,28,0,0
34.64167,-120.38389,2023,2023-10-10,2023-10-10,CABRILLO 1103,Santa Barbara,CABRILLO 1103,Equipment Failure/Involved,FTS,Los Padres,66576,648,56,46,1,0
38.36189,-120.68598,2023,2023-10-11,2023-10-11,ELECTRA 1101,Amador,ELECTRA 1101,Unknown Cause,FTS,Stockton,39050,71,34,25,1,2
36.43035,-121.90464,2023,2023-10-11,2023-10-11,OTTER 1101,Monterey,OTTER 1101,Vegetation,FTS,Central Coast,28390,96,13,9,1,0
40.16671,-123.56266,2023,2023-10-11,2023-10-11,FORT SEWARD 1121,Humboldt,FORT SEWARD 1121,Vegetation,FTS,Humboldt,68527,438,13,9,4,0
37.30675,-119.53203,2023,2023-10-11,2023-10-11,SAN JOAQUIN #3 1101,Madera,SAN JOAQUIN #3 1101,Company Initiated,FTS,Yosemite,48771,70,44,34,0,0
40.6537,-122.36527,2023,2023-10-11,2023-10-11,OREGON TRAIL 1102,Shasta,OREGON TRAIL 1102,Unknown Cause,FTS,North Valley,15913,73,23,20,0,0
38.16406,-120.40199,2023,2023-10-11,2023-10-11,STANISLAUS 1701,Calaveras,STANISLAUS 1701,Company Initiated,FTS,Yosemite,37590,42,66,45,0,0
38.2393,-120.34977,2023,2023-10-11,2023-10-11,STANISLAUS 1702,Calaveras,STANISLAUS 1702,Company Initiated,FTS,Yosemite,153888,59,148,112,5,2
39.48109,-121.44125,2023,2023-10-11,2023-10-11,WYANDOTTE 1107,Butte,WYANDOTTE 1107,Unknown Cause,FTS,North Valley,119651,101,173,126,2,0
38.5596,-123.21606,2023,2023-10-11,2023-10-11,FORT ROSS 1121,Sonoma,FORT ROSS 1121,Company Initiated,FTS,Sonoma,435,15,1,1,0,0
38.46397,-120.11721,2023,2023-10-11,2023-10-11,SALT SPRINGS 2101,Amador,SALT SPRINGS 2101,Company Initiated,FTS,Stockton,6042,106,1,0,0,0
37.01781,-119.40926,2023,2023-10-11,2023-10-11,AUBERRY 1101,Fresno,AUBERRY 1101,Company Initiated,FTS,Fresno,53853,87,29,23,3,0
38.28488,-120.93258,2023,2023-10-11,2023-10-11,CLAY 1103,Amador,CLAY 1103,Unknown Cause,FTS,Stockton,234330,214,93,68,0,0
38.37534,-120.91677,2023,2023-10-11,2023-10-11,CLAY 1101,Amador,CLAY 1101,3rd Party,FTS,Stockton,112072,414,65,44,0,0
36.71051,-118.93965,2023,2023-10-11,2023-10-11,DUNLAP 1102,Tulare,DUNLAP 1102,Equipment Failure/Involved,FTS,Fresno,39687,855,0,0,0,0
38.20278,-120.60258,2023,2023-10-11,2023-10-11,CALAVERAS CEMENT 1101,Calaveras,CALAVERAS CEMENT 1101,Company Initiated,FTS,Stockton,637,7,4,3,0,0
38.37534,-120.91677,2023,2023-10-11,2023-10-11,CLAY 1101,Amador,CLAY 1101,3rd Party,FTS,Stockton,63279,79,65,44,0,0
38.81872,-123.58106,2023,2023-10-11,2023-10-11,GUALALA 1112,Mendocino,GUALALA 1112,Equipment Failure/Involved,FTS,Humboldt,18621,317,24,16,0,0
37.17528,-122.16039,2023,2023-10-11,2023-10-11,BIG BASIN 1102,Santa Cruz,BIG BASIN 1102,Unknown Cause,FTS,Central Coast,14531,67,31,24,0,0
37.06172,-122.01683,2023,2023-10-11,2023-10-11,CAMP EVERS 2104,Santa Cruz,CAMP EVERS 2104,Equipment Failure/Involved,FTS,Central Coast,74959,355,40,37,0,0
37.89497,-120.58059,2023,2023-10-11,2023-10-11,PEORIA 1704,Calaveras,PEORIA 1704,Unknown Cause,FTS,Yosemite,149796,228,60,48,0,0
36.81252,-121.66106,2023,2023-10-11,2023-10-12,PRUNEDALE 1110,Monterey,PRUNEDALE 1110,Vegetation,FTS,Central Coast,61134,719,19,17,0,0
38.46051,-120.90173,2023,2023-10-12,2023-10-12,OLETA 1101,Amador,OLETA 1101,Company Initiated,FTS,Stockton,105930,99,60,41,4,0
