lat,lon,year,date,end_date,name,county,circuit,cause,outage_type,division,customer_minutes,restoration_min,medical_baseline,life_support,schools,hospitals
38.49886,-122.90255,2022,2022-10-19,2022-10-19,MIRABEL 1102,Sonoma,MIRABEL 1102,Unknown,FTS,Sonoma,6719,76,5,1,3,0
37.34436,-122.19211,2022,2022-10-19,2022-10-20,MENLO 1103,Santa Clara,MENLO 1103,Unknown,FTS,Peninsula,32656,208,9,7,0,0
39.16533,-121.10907,2022,2022-10-19,2022-10-20,GRASS VALLEY 1103,Nevada,GRASS VALLEY 1103,3rd Party,FTS,Sierra,59613,828,36,24,1,0
37.34436,-122.19211,2022,2022-10-19,2022-10-20,MENLO 1103,Santa Clara,MENLO 1103,Vegetation,FTS,Peninsula,181408,1618,14,10,0,0
37.0758,-122.12089,2022,2022-10-19,2022-10-20,BURNS 2101,Santa Cruz,BURNS 2101,Vegetation,FTS,Central Coast,168817,103,122,95,3,0
37.0758,-122.12089,2022,2022-10-19,2022-10-20,BURNS 2101,Santa Cruz,BURNS 2101,Vegetation,FTS,Central Coast,89385,177,30,21,0,0
37.01818,-122.01567,2022,2022-10-20,2022-10-20,CAMP EVERS 2103,Santa Cruz,CAMP EVERS 2103,Vegetation,FTS,Central Coast,197315,741,63,53,2,0
36.95277,-121.72408,2022,2022-10-20,2022-10-20,GREEN VALLEY 2101,Santa Cruz,GREEN VALLEY 2101,Unknown,FTS,Central Coast,317046,159,136,114,14,0
38.35293,-122.53515,2022,2022-10-20,2022-10-20,DUNBAR 1102,Sonoma,DUNBAR 1102,Animal,FTS,Sonoma,171304,322,24,14,0,0
40.82353,-121.51246,2022,2022-10-20,2022-10-20,RISING RIVER 1101,Shasta,RISING RIVER 1101,Unknown,FTS,North Valley,81659,117,45,42,0,0
39.27633,-121.01839,2022,2022-10-20,2022-10-20,BRUNSWICK 1103,Nevada,BRUNSWICK 1103,Animal,FTS,Sacramento,13338,54,8,5,6,0
35.45977,-120.52856,2022,2022-10-20,2022-10-20,TEMPLETON 2113,San Luis Obispo,TEMPLETON 2113,Unknown,FTS,Los Padres,112840,91,50,32,5,0
39.25369,-123.18612,2022,2022-10-20,2022-10-20,CALPELLA 1101,Mendocino,CALPELLA 1101,Unknown,FTS,Humboldt,30810,79,27,19,0,0
36.59452,-121.51729,2022,2022-10-20,2022-10-20,SPENCE 1104,Monterey,SPENCE 1104,Unknown,FTS,Central Coast,29392,176,6,5,0,0
40.39965,-122.23049,2022,2022-10-20,2022-10-20,PANORAMA 1101,Shasta,PANORAMA 1101,Company Initiated,FTS,North Valley,276,12,3,2,0,0
38.70043,-123.33864,2022,2022-10-20,2022-10-20,ANNAPOLIS 1101,Sonoma,ANNAPOLIS 1101,3rd Party,FTS,Humboldt,21052,126,4,4,5,0
39.30973,-120.34252,2022,2022-10-20,2022-10-21,SUMMIT 1102,Nevada,SUMMIT 1102,3rd Party,FTS,Sierra,39081,1466,1,0,0,0
38.81073,-122.99945,2022,2022-10-20,2022-10-20,CLOVERDALE 1102,Sonoma,CLOVERDALE 1102,Company Initiated,FTS,Sonoma,1248,78,0,0,0,0
39.86758,-121.77927,2022,2022-10-20,2022-10-21,SYCAMORE CREEK 1111,Butte,SYCAMORE CREEK 1111,Equipment,FTS,North Valley,412066,1064,28,21,1,0
37.80066,-122.18061,2022,2022-10-20,2022-10-21,OAKLAND X 1106,Alameda,OAKLAND X 1106,Vegetation,FTS,East Bay,85824,747,83,54,4,0
40.64915,-121.92832,2022,2022-10-21,2022-10-21,WHITMORE 1101,Shasta,WHITMORE 1101,Unknown,FTS,North Valley,76914,450,11,11,0,0
39.18282,-122.92877,2022,2022-10-21,2022-10-21,UPPER LAKE 1101,Lake,UPPER LAKE 1101,Unknown,FTS,Humboldt,54711,341,21,14,2,0
37.23969,-119.76405,2022,2022-10-21,2022-10-21,COARSEGOLD 2104,Madera,COARSEGOLD 2104,Company Initiated,FTS,Yosemite,251644,106,268,179,8,0
37.13737,-122.12027,2022,2022-10-21,2022-10-21,BIG BASIN 1101,Santa Cruz,BIG BASIN 1101,Unknown,FTS,Central Coast,21780,121,12,9,0,0
38.48172,-122.72395,2022,2022-10-21,2022-10-21,MONROE 2103,Sonoma,MONROE 2103,Unknown,FTS,Sonoma,781,71,1,0,0,0
39.26441,-120.72555,2022,2022-10-21,2022-10-22,DRUM 1101,Placer,DRUM 1101,Unknown,FTS,Sierra,25838,873,9,5,1,0
39.05205,-122.64479,2022,2022-10-21,2022-10-22,REDBUD 1101,Lake,REDBUD 1101,3rd Party,FTS,Humboldt,187811,723,64,49,0,0
37.06648,-120.92162,2022,2022-10-22,2022-10-22,WRIGHT 1110,Merced,WRIGHT 1110,Unknown,FTS,Yosemite,228324,318,14,7,5,0
37.31287,-122.36206,2022,2022-10-22,2022-10-22,HALF MOON BAY 1103,San Mateo,HALF MOON BAY 1103,Vegetation,FTS,Peninsula,412178,554,64,52,10,0
37.58299,-121.87783,2022,2022-10-22,2022-10-22,SUNOL 1101,Alameda,SUNOL 1101,Unknown,FTS,Mission,33171,312,24,18,3,0
38.34045,-122.3711,2022,2022-10-22,2022-10-22,PUEBLO 2103,Napa,PUEBLO 2103,Unknown,FTS,North Bay,11580,203,2,2,0,0
38.58834,-122.43888,2022,2022-10-22,2022-10-22,SILVERADO 2104,Napa,SILVERADO 2104,Unknown,FTS,North Bay,37311,187,16,10,3,0
38.34826,-120.52298,2022,2022-10-23,2022-10-23,WEST POINT 1102,Calaveras,WEST POINT 1102,Company Initiated,FTS,Stockton,176953,65,198,144,2,0
39.04224,-121.14538,2022,2022-10-22,2022-10-22,HIGGINS 1109,Nevada,HIGGINS 1109,Animal,FTS,Sierra,45212,89,52,30,0,0
36.59729,-121.63591,2022,2022-10-22,2022-10-22,RESERVATION ROAD 1102,Monterey,RESERVATION ROAD 1102,Equipment,FTS,Central Coast,139560,273,93,68,2,0
36.88675,-121.62831,2022,2022-10-22,2022-10-22,SAN BENITO 2104,Monterey,SAN BENITO 2104,Animal,FTS,Central Coast,164278,132,91,76,2,0
40.03622,-123.72582,2022,2022-10-22,2022-10-22,GARBERVILLE 1101,Mendocino,GARBERVILLE 1101,Vegetation,FTS,Humboldt,57455,158,21,18,3,0
37.58299,-121.87783,2022,2022-10-22,2022-10-22,SUNOL 1101,Alameda,SUNOL 1101,Unknown,FTS,Mission,17295,282,24,18,3,0
38.76454,-122.11113,2022,2022-10-22,2022-10-22,MADISON 2101,Yolo,MADISON 2101,Unknown,FTS,Sacramento,128885,199,19,9,12,0
39.01245,-120.84195,2022,2022-10-22,2022-10-22,FORESTHILL 1101,Placer,FORESTHILL 1101,Vegetation,FTS,Sierra,155851,91,219,147,6,0
37.02736,-119.52231,2022,2022-10-22,2022-10-23,AUBERRY 1102,Fresno,AUBERRY 1102,3rd Party,FTS,Fresno,1047970,798,174,121,4,0
39.19325,-123.21464,2022,2022-10-22,2022-10-22,UKIAH 1111,Mendocino,UKIAH 1111,3rd Party,FTS,Humboldt,3075,41,2,1,0,0
38.66065,-120.98793,2022,2022-10-23,2022-10-23,SHINGLE SPRINGS 2108,El Dorado,SHINGLE SPRINGS 2108,3rd Party,FTS,Sierra,656124,911,253,173,3,0
37.61193,-120.3717,2022,2022-10-23,2022-10-23,MERCED FALLS 1102,Mariposa,MERCED FALLS 1102,Unknown,FTS,Yosemite,116820,177,64,40,3,0
37.28158,-122.08369,2022,2022-10-23,2022-10-23,STELLING 1110,Santa Clara,STELLING 1110,Animal,FTS,De Anza,49682,225,15,11,2,0
39.25369,-123.18612,2022,2022-10-23,2022-10-23,CALPELLA 1101,Mendocino,CALPELLA 1101,Equipment,FTS,Humboldt,173970,321,85,60,3,0
38.63247,-120.66678,2022,2022-10-23,2022-10-24,APPLE HILL 2102,El Dorado,APPLE HILL 2102,Unknown,FTS,Sierra,539374,1479,50,30,0,0
38.37264,-122.34751,2022,2022-10-23,2022-10-23,PUEBLO 2104,Napa,PUEBLO 2104,Animal,FTS,North Bay,3008,94,0,0,0,0
38.37264,-122.34751,2022,2022-10-23,2022-10-23,PUEBLO 2104,Napa,PUEBLO 2104,Unknown,FTS,North Bay,60606,182,11,6,0,0
38.19481,-122.65476,2022,2022-10-23,2022-10-23,PETALUMA C 1109,Sonoma,PETALUMA C 1109,Animal,FTS,Sonoma,8374,79,7,6,0,0
38.8771,-121.18423,2022,2022-10-23,2022-10-23,PENRYN 1105,Placer,PENRYN 1105,Equipment,FTS,Sierra,23425,123,16,10,0,0
36.61718,-121.51364,2022,2022-10-23,2022-10-23,SPENCE 1102,Monterey,SPENCE 1102,Unknown,FTS,Central Coast,6912,144,0,0,0,0
38.27625,-122.00983,2022,2022-10-23,2022-10-23,PEABODY 2113,Solano,PEABODY 2113,Equipment,FTS,Sacramento,489604,230,415,283,6,0
38.22959,-122.26285,2022,2022-10-23,2022-10-23,TULUCAY 1101,Napa,TULUCAY 1101,Unknown,FTS,North Bay,984,82,0,0,0,0
39.3375,-121.62529,2022,2022-10-23,2022-10-23,HONCUT 1101,Butte,HONCUT 1101,Unknown,FTS,North Valley,30459,143,9,7,1,0
40.50183,-122.53363,2022,2022-10-23,2022-10-23,GIRVAN 1101,Shasta,GIRVAN 1101,Animal,FTS,North Valley,42640,40,89,61,6,0
38.89052,-121.24896,2022,2022-10-23,2022-10-23,LINCOLN 1101,Placer,LINCOLN 1101,Vegetation,FTS,Sierra,29986,284,23,20,0,0
38.84079,-121.12009,2022,2022-10-23,2022-10-23,PENRYN 1103,Placer,PENRYN 1103,Vegetation,FTS,Sierra,35198,98,28,16,0,0
38.92464,-121.08172,2022,2022-10-23,2022-10-24,PLACER 1103,Placer,PLACER 1103,Vegetation,FTS,Sierra,256711,582,131,69,1,0
38.00832,-120.40698,2022,2022-10-23,2022-10-23,RACETRACK 1703,Tuolumne,RACETRACK 1703,3rd Party,FTS,Yosemite,43256,141,40,30,2,0
38.99434,-121.03214,2022,2022-10-23,2022-10-24,HALSEY 1101,Placer,HALSEY 1101,Unknown,FTS,Sierra,297717,712,48,36,0,0
40.1635,-124.0209,2022,2022-10-23,2022-10-24,GARBERVILLE 1102,Humboldt,GARBERVILLE 1102,Vegetation,FTS,Humboldt,112344,248,10,9,6,0
38.92464,-121.08172,2022,2022-10-24,2022-10-24,PLACER 1103,Placer,PLACER 1103,Unknown,FTS,Sierra,23944,146,11,6,0,0
37.69654,-122.02367,2022,2022-10-24,2022-10-24,CASTRO VALLEY 1110,Alameda,CASTRO VALLEY 1110,Unknown,FTS,Mission,109890,99,53,42,2,0
38.8771,-121.18423,2022,2022-10-24,2022-10-24,PENRYN 1105,Placer,PENRYN 1105,Animal,FTS,Sierra,51918,73,62,40,1,0
37.20067,-121.83798,2022,2022-10-24,2022-10-24,HICKS 2101,Santa Clara,HICKS 2101,Unknown,FTS,San Jose,139924,129,94,68,3,0
38.5596,-123.21606,2022,2022-10-24,2022-10-24,FORT ROSS 1121,Sonoma,FORT ROSS 1121,Equipment,FTS,Sonoma,38860,712,25,18,3,0
40.44797,-122.38601,2022,2022-10-24,2022-10-24,JESSUP 1102,Shasta,JESSUP 1102,3rd Party,FTS,North Valley,127228,648,43,33,0,0
39.1719,-120.9956,2022,2022-10-24,2022-10-24,BRUNSWICK 1106,Nevada,BRUNSWICK 1106,Vegetation,FTS,Sacramento,51658,345,85,56,0,0
38.51908,-122.50554,2022,2022-10-24,2022-10-24,SILVERADO 2105,Napa,SILVERADO 2105,3rd Party,FTS,North Bay,2350,50,1,1,0,0
38.64403,-120.92101,2022,2022-10-25,2022-10-25,SHINGLE SPRINGS 2110,El Dorado,SHINGLE SPRINGS 2110,Unknown,FTS,Sierra,166497,218,91,59,7,0
38.48806,-122.38568,2022,2022-10-25,2022-10-25,SILVERADO 2102,Napa,SILVERADO 2102,Company Initiated,FTS,North Bay,3526,86,1,1,0,0
38.96864,-121.01716,2022,2022-10-25,2022-10-25,HALSEY 1102,Placer,HALSEY 1102,3rd Party,FTS,Sierra,76422,248,60,40,0,0
37.89923,-122.10449,2022,2022-10-25,2022-10-26,ROSSMOOR 1101,Contra Costa,ROSSMOOR 1101,Vegetation,FTS,Diablo,65523,813,24,19,0,0
38.63247,-120.66678,2022,2022-10-25,2022-10-25,APPLE HILL 2102,El Dorado,APPLE HILL 2102,Unknown,FTS,Sierra,75462,168,56,33,0,0
38.63247,-120.66678,2022,2022-10-25,2022-10-26,APPLE HILL 2102,El Dorado,APPLE HILL 2102,Unknown,FTS,Sierra,215045,509,34,20,0,0
39.25664,-121.33375,2022,2022-10-25,2022-10-25,NARROWS 2101,Nevada,NARROWS 2101,Unknown,FTS,Sierra,625064,205,349,212,10,0
38.26607,-122.12373,2022,2022-10-26,2022-10-26,JAMESON 1105,Solano,JAMESON 1105,Unknown,FTS,Sacramento,13340,92,7,5,0,0
38.63247,-120.66678,2022,2022-10-26,2022-10-26,APPLE HILL 2102,El Dorado,APPLE HILL 2102,Unknown,FTS,Sierra,80029,206,34,20,0,0
37.2666,-122.0353,2022,2022-10-26,2022-10-26,SARATOGA 1103,Santa Clara,SARATOGA 1103,Animal,FTS,De Anza,55608,84,20,12,0,0
39.09317,-120.95762,2022,2022-10-26,2022-10-26,SHADY GLEN 1101,Placer,SHADY GLEN 1101,Animal,FTS,Sierra,182864,520,67,44,1,0
38.05266,-120.60104,2022,2022-10-26,2022-10-26,FROGTOWN 1702,Calaveras,FROGTOWN 1702,Unknown,FTS,Stockton,122601,177,42,27,2,0
40.1635,-124.0209,2022,2022-10-26,2022-10-26,GARBERVILLE 1102,Humboldt,GARBERVILLE 1102,Unknown,FTS,Humboldt,81528,258,8,7,4,0
35.96874,-120.09234,2022,2022-10-26,2022-10-26,AVENAL 2101,Kings,AVENAL 2101,Unknown,FTS,Fresno,150663,97,80,55,14,0
37.20689,-121.03613,2022,2022-10-26,2022-10-26,GUSTINE 1102,Merced,GUSTINE 1102,3rd Party,FTS,Yosemite,27088,134,2,1,0,0
38.44816,-120.61656,2022,2022-10-26,2022-10-26,PINE GROVE 1102,Amador,PINE GROVE 1102,Animal,FTS,Stockton,96364,87,117,77,0,0
38.19481,-122.65476,2022,2022-10-26,2022-10-26,PETALUMA C 1109,Sonoma,PETALUMA C 1109,Unknown,FTS,Sonoma,34200,150,7,6,4,0
38.70043,-123.33864,2022,2022-10-26,2022-10-26,ANNAPOLIS 1101,Sonoma,ANNAPOLIS 1101,Vegetation,FTS,Humboldt,25046,427,4,4,5,0
40.16671,-123.56266,2022,2022-10-26,2022-10-26,FORT SEWARD 1121,Humboldt,FORT SEWARD 1121,Unknown,FTS,Humboldt,8151,143,5,4,1,0
37.16335,-122.00153,2022,2022-10-26,2022-10-27,LOS GATOS 1106,Santa Clara,LOS GATOS 1106,3rd Party,FTS,De Anza,124046,605,22,18,4,0
37.89144,-122.55864,2022,2022-10-26,2022-10-27,ALTO 1125,Marin,ALTO 1125,Vegetation,FTS,North Bay,141576,694,10,7,0,0
38.37954,-122.63844,2022,2022-10-27,2022-10-27,BELLEVUE 2101,Sonoma,BELLEVUE 2101,Unknown,C/OUT,Sonoma,226703,249,69,53,0,0
38.51812,-120.78908,2022,2022-10-27,2022-10-27,OLETA 1102,Amador,OLETA 1102,Animal,FTS,Stockton,58505,141,38,23,1,0
41.07328,-121.33429,2022,2022-10-27,2022-10-27,MC ARTHUR 1101,Lassen,MC ARTHUR 1101,Animal,FTS,North Valley,63858,174,14,11,3,0
37.1098,-122.10838,2022,2022-10-27,2022-10-27,BEN LOMOND 1101,Santa Cruz,BEN LOMOND 1101,Animal,FTS,Central Coast,68955,155,46,36,0,0
38.35556,-122.48963,2022,2022-10-27,2022-10-27,DUNBAR 1101,Sonoma,DUNBAR 1101,Animal,FTS,Sonoma,128262,123,99,59,5,0
38.96864,-121.01716,2022,2022-10-27,2022-10-27,HALSEY 1102,Placer,HALSEY 1102,Animal,FTS,Sierra,124608,176,60,40,0,0
38.84079,-121.12009,2022,2022-10-27,2022-10-27,PENRYN 1103,Placer,PENRYN 1103,Unknown,FTS,Sierra,53538,257,27,16,0,0
37.00765,-121.61162,2022,2022-10-27,2022-10-27,LLAGAS 2107,Santa Clara,LLAGAS 2107,Animal,FTS,San Jose,6424,73,14,9,0,0
37.35283,-121.63951,2022,2022-10-27,2022-10-28,SWIFT 2110,Santa Clara,SWIFT 2110,Unknown,FTS,San Jose,188004,1211,24,16,0,0
38.82121,-123.04336,2022,2022-10-27,2022-10-27,CLOVERDALE 1101,Sonoma,CLOVERDALE 1101,Animal,FTS,Sonoma,13680,95,18,11,0,0
38.63247,-120.66678,2022,2022-10-27,2022-10-27,APPLE HILL 2102,El Dorado,APPLE HILL 2102,3rd Party,FTS,Sierra,110516,177,56,33,0,0
40.08023,-122.09647,2022,2022-10-27,2022-10-27,LOS MOLINOS 1101,Tehama,LOS MOLINOS 1101,Animal,FTS,North Valley,38155,176,24,13,3,0
38.92714,-121.16296,2022,2022-10-28,2022-10-28,WISE 1102,Placer,WISE 1102,Unknown,FTS,Sierra,41542,265,23,17,0,0
38.44816,-120.61656,2022,2022-10-28,2022-10-28,PINE GROVE 1102,Amador,PINE GROVE 1102,Animal,FTS,Stockton,43464,192,28,18,0,0
39.44231,-121.52461,2022,2022-10-28,2022-10-28,WYANDOTTE 1109,Butte,WYANDOTTE 1109,Animal,FTS,North Valley,61770,155,153,107,7,0
38.14103,-120.93242,2022,2022-10-28,2022-10-28,CORRAL 1101,Calaveras,CORRAL 1101,Animal,FTS,Stockton,35070,105,23,17,0,0
39.93544,-120.91094,2022,2022-10-28,2022-10-28,EAST QUINCY 1101,Plumas,EAST QUINCY 1101,Unknown,FTS,North Valley,107415,105,53,35,3,0
35.81584,-120.95504,2022,2022-10-28,2022-10-28,OILFIELDS 1103,Monterey,OILFIELDS 1103,Unknown,FTS,Central Coast,220521,254,29,18,1,0
37.8925,-122.08827,2022,2022-10-25,2022-10-25,ROSSMOOR 1104,Contra Costa,ROSSMOOR 1104,Unknown,FTS,Diablo,66043,211,24,19,0,0
39.91039,-121.62436,2022,2022-10-28,2022-10-28,ORO FINO 1102,Butte,ORO FINO 1102,3rd Party,FTS,North Valley,47964,84,80,53,0,0
39.07657,-122.95219,2022,2022-10-29,2022-10-29,HARTLEY 1101,Lake,HARTLEY 1101,Animal,FTS,Humboldt,90437,161,114,78,0,0
38.28007,-122.60077,2022,2022-10-29,2022-10-29,LAKEVILLE 1102,Sonoma,LAKEVILLE 1102,Unknown,FTS,Sonoma,13871,143,3,2,0,0
37.89322,-122.18961,2022,2022-10-29,2022-10-29,SOBRANTE 1103,Contra Costa,SOBRANTE 1103,Unknown,FTS,Diablo,104851,110,62,42,1,0
37.87424,-120.34453,2022,2022-10-29,2022-10-29,PEORIA 1701,Tuolumne,PEORIA 1701,Unknown,FTS,Yosemite,36481,191,8,7,2,0
38.77952,-122.6786,2022,2022-10-29,2022-10-29,MIDDLETOWN 1101,Lake,MIDDLETOWN 1101,Equipment,FTS,Humboldt,23550,75,19,14,0,0
37.00765,-121.61162,2022,2022-10-29,2022-10-30,LLAGAS 2107,Santa Clara,LLAGAS 2107,Equipment,FTS,San Jose,53491,1219,23,13,0,0
38.41857,-122.55718,2022,2022-10-29,2022-10-29,DUNBAR 1103,Sonoma,DUNBAR 1103,Equipment,FTS,Sonoma,200799,81,249,194,0,0
38.69673,-122.84616,2022,2022-10-29,2022-10-30,GEYSERVILLE 1102,Sonoma,GEYSERVILLE 1102,Unknown,FTS,Sonoma,34087,996,10,2,1,0
36.39978,-121.35906,2022,2022-10-30,2022-10-30,SOLEDAD 2102,Monterey,SOLEDAD 2102,Unknown,FTS,Central Coast,21270,298,0,0,0,0
39.04021,-122.77016,2022,2022-10-30,2022-10-30,LUCERNE 1106,Lake,LUCERNE 1106,Animal,FTS,Humboldt,188012,121,191,133,4,6
37.17528,-122.16039,2022,2022-10-30,2022-10-30,BIG BASIN 1102,Santa Cruz,BIG BASIN 1102,Animal,FTS,Central Coast,6006,182,1,0,0,0
39.44525,-121.03971,2022,2022-10-30,2022-10-30,PIKE CITY 1101,Yuba,PIKE CITY 1101,Unknown,FTS,Sierra,26132,188,24,17,0,0
38.76431,-120.67687,2022,2022-10-30,2022-10-30,APPLE HILL 1104,El Dorado,APPLE HILL 1104,Animal,FTS,Sierra,123126,251,53,38,0,0
34.6311,-120.0564,2022,2022-10-30,2022-10-30,SANTA YNEZ 1104,Santa Barbara,SANTA YNEZ 1104,Animal,FTS,Los Padres,54208,121,8,3,2,0
39.66145,-121.57291,2022,2022-10-30,2022-10-30,CLARK ROAD 1102,Butte,CLARK ROAD 1102,Animal,FTS,North Valley,4087,61,3,2,2,0
40.8597,-123.53264,2022,2022-10-30,2022-10-30,WILLOW CREEK 1103,Humboldt,WILLOW CREEK 1103,Unknown,FTS,Humboldt,2940,196,0,0,0,0
37.8925,-122.08827,2022,2022-10-30,2022-10-30,ROSSMOOR 1104,Contra Costa,ROSSMOOR 1104,Unknown,FTS,Diablo,42799,127,24,19,0,0
37.36139,-121.79932,2022,2022-10-30,2022-10-30,MC KEE 1111,Santa Clara,MC KEE 1111,Animal,FTS,San Jose,74896,124,31,18,0,0
38.8771,-121.18423,2022,2022-10-31,2022-10-31,PENRYN 1105,Placer,PENRYN 1105,Unknown,FTS,Sierra,57127,239,16,10,0,0
38.27278,-122.42314,2022,2022-10-31,2022-10-31,SONOMA 1105,Sonoma,SONOMA 1105,Animal,FTS,Sonoma,83600,209,16,12,0,0
35.21197,-120.70549,2022,2022-10-31,2022-10-31,SAN LUIS OBISPO 1107,San Luis Obispo,SAN LUIS OBISPO 1107,Equipment,FTS,Los Padres,152851,296,70,51,4,2
38.57212,-122.5563,2022,2022-10-31,2022-10-31,CALISTOGA 1102,Napa,CALISTOGA 1102,Unknown,FTS,North Bay,104052,78,40,21,6,0
37.37252,-122.21309,2022,2022-10-31,2022-10-31,MENLO 1102,San Mateo,MENLO 1102,Unknown,FTS,Peninsula,13664,224,4,4,0,0
38.77294,-121.16986,2022,2022-10-31,2022-10-31,HORSESHOE 1101,Placer,HORSESHOE 1101,Animal,FTS,Sierra,48763,91,45,34,0,0
39.74416,-121.63584,2022,2022-10-31,2022-10-31,PARADISE 1103,Butte,PARADISE 1103,3rd Party,FTS,North Valley,54027,74,56,47,0,0
39.44525,-121.03971,2022,2022-10-31,2022-10-31,PIKE CITY 1101,Yuba,PIKE CITY 1101,Unknown,FTS,Sierra,18209,131,24,17,0,0
40.43431,-122.21642,2022,2022-10-31,2022-11-01,PANORAMA 1102,Shasta,PANORAMA 1102,3rd Party,FTS,North Valley,105720,508,53,35,0,0
37.91454,-121.99919,2022,2022-11-01,2022-11-01,CLAYTON 2215,Contra Costa,CLAYTON 2215,Equipment,FTS,Diablo,1085616,574,266,178,6,0
38.40896,-122.92176,2022,2022-11-01,2022-11-01,MOLINO 1102,Sonoma,MOLINO 1102,Vegetation,FTS,Sonoma,253581,835,87,54,1,0
39.25432,-121.17462,2022,2022-11-01,2022-11-01,NARROWS 2102,Nevada,NARROWS 2102,Unknown,FTS,Sierra,140712,156,84,56,0,0
40.38681,-124.10086,2022,2022-11-01,2022-11-01,RIO DELL 1102,Humboldt,RIO DELL 1102,Unknown,FTS,Humboldt,33443,171,12,9,1,0
40.03622,-123.72582,2022,2022-11-01,2022-11-01,GARBERVILLE 1101,Mendocino,GARBERVILLE 1101,Vegetation,FTS,Humboldt,95319,319,21,18,3,0
39.14777,-123.53531,2022,2022-11-01,2022-11-01,PHILO 1102,Mendocino,PHILO 1102,Vegetation,FTS,Humboldt,36729,581,11,6,1,0
39.25369,-123.18612,2022,2022-11-01,2022-11-01,CALPELLA 1101,Mendocino,CALPELLA 1101,Unknown,FTS,Humboldt,87636,134,36,27,3,0
39.7857,-121.73593,2022,2022-11-01,2022-11-01,NOTRE DAME 1104,Butte,NOTRE DAME 1104,Unknown,FTS,North Valley,19206,117,15,8,1,0
39.9596,-120.99137,2022,2022-11-01,2022-11-01,GANSNER 1101,Plumas,GANSNER 1101,Unknown,FTS,North Valley,15400,47,15,10,70,0
37.58299,-121.87783,2022,2022-11-01,2022-11-02,SUNOL 1101,Alameda,SUNOL 1101,Unknown,FTS,Mission,26705,2053,1,0,0,0
37.16335,-122.00153,2022,2022-11-01,2022-11-01,LOS GATOS 1106,Santa Clara,LOS GATOS 1106,Vegetation,FTS,De Anza,247668,149,148,109,5,0
36.72073,-121.5907,2022,2022-11-01,2022-11-01,GABILAN 1101,Monterey,GABILAN 1101,Company Initiated,FTS,Central Coast,265,53,0,0,0,0
39.35331,-121.08345,2022,2022-11-01,2022-11-01,COLUMBIA HILL 1101,Nevada,COLUMBIA HILL 1101,Unknown,FTS,Sierra,4598,19,16,13,3,0
36.72274,-121.2841,2022,2022-11-01,2022-11-01,HOLLISTER 2105,San Benito,HOLLISTER 2105,3rd Party,FTS,Central Coast,9656,176,5,4,1,0
38.46051,-120.90173,2022,2022-11-01,2022-11-01,OLETA 1101,Amador,OLETA 1101,Unknown,FTS,Stockton,70720,43,88,51,6,0
38.72287,-120.7881,2022,2022-11-01,2022-11-01,PLACERVILLE 1112,El Dorado,PLACERVILLE 1112,Unknown,FTS,Sierra,141437,67,141,100,10,3
36.72073,-121.5907,2022,2022-11-01,2022-11-01,GABILAN 1101,Monterey,GABILAN 1101,Unknown,FTS,Central Coast,1750,350,0,0,0,0
39.36714,-121.22289,2022,2022-11-01,2022-11-01,DOBBINS 1101,Yuba,DOBBINS 1101,Unknown,FTS,Sacramento,15780,24,70,48,2,0
36.76993,-119.30893,2022,2022-11-01,2022-11-01,TIVY VALLEY 1107,Fresno,TIVY VALLEY 1107,Unknown,FTS,Fresno,42239,115,47,29,0,0
38.34826,-120.52298,2022,2022-11-01,2022-11-02,WEST POINT 1102,Calaveras,WEST POINT 1102,Equipment,FTS,Stockton,405494,688,213,154,2,0
38.36189,-120.68598,2022,2022-11-01,2022-11-01,ELECTRA 1101,Amador,ELECTRA 1101,Environmental/External,FTS,Stockton,37400,417,32,21,0,0
38.10393,-120.86397,2022,2022-11-01,2022-11-01,CORRAL 1103,Calaveras,CORRAL 1103,Unknown,FTS,Stockton,39160,55,81,51,0,0
37.87424,-120.34453,2022,2022-11-01,2022-11-01,PEORIA 1701,Tuolumne,PEORIA 1701,Equipment,FTS,Yosemite,43853,513,8,7,2,0
37.97831,-120.36192,2022,2022-11-01,2022-11-01,CURTIS 1701,Tuolumne,CURTIS 1701,Environmental/External,FTS,Yosemite,159148,545,19,13,2,3
38.76454,-122.11113,2022,2022-11-01,2022-11-01,MADISON 2101,Yolo,MADISON 2101,Unknown,C/OUT,Sacramento,178907,223,108,74,26,0
38.02136,-120.35971,2022,2022-11-01,2022-11-02,CURTIS 1704,Tuolumne,CURTIS 1704,Environmental/External,FTS,Yosemite,235524,675,86,57,0,0
37.99245,-120.27927,2022,2022-11-01,2022-11-01,CURTIS 1702,Tuolumne,CURTIS 1702,Unknown,FTS,Yosemite,475698,372,102,73,10,0
40.90422,-121.67861,2022,2022-11-01,2022-11-02,BURNEY 1101,Shasta,BURNEY 1101,3rd Party,FTS,North Valley,22951,1200,18,12,0,0
38.81073,-122.99945,2022,2022-11-01,2022-11-01,CLOVERDALE 1102,Sonoma,CLOVERDALE 1102,Vegetation,FTS,Sonoma,37400,136,16,11,0,0
35.45977,-120.52856,2022,2022-11-01,2022-11-01,TEMPLETON 2113,San Luis Obispo,TEMPLETON 2113,Unknown,FTS,Los Padres,65469,73,49,31,5,0
37.63584,-121.67223,2022,2022-11-01,2022-11-01,VASCO 1102,Alameda,VASCO 1102,Unknown,FTS,Mission,30338,197,15,14,0,0
38.51908,-122.50554,2022,2022-11-01,2022-11-01,SILVERADO 2105,Napa,SILVERADO 2105,Unknown,FTS,North Bay,448,112,0,0,0,0
